X,Y,Z,SDF_Value
2,31,0,3.9050138
2,31,1,3.9127915
2,31,2,3.8266912
2,31,3,3.767871
2,31,4,3.8434026
2,31,5,3.836078
2,31,6,3.8514426
2,31,7,3.7850592
2,31,8,3.6549282
2,31,9,3.780955
2,31,10,3.6712184
2,31,11,3.703936
2,31,12,3.7986429
2,31,13,3.9668155
2,31,14,3.886688
2,31,15,3.9603238
2,31,16,3.86542
2,31,17,3.988862
2,31,18,3.983995
2,31,19,4.094504
2,31,20,4.109852
2,31,21,4.289215
2,31,22,4.2800035
2,31,23,4.353387
2,31,24,4.4232855
2,31,25,4.558305
2,31,26,4.5278826
2,31,27,4.6673164
2,31,28,4.867979
2,31,29,5.033801
2,31,30,4.987355
2,31,31,5.0875063
3,0,0,2.6170511
3,0,1,2.472879
3,0,2,2.2063494
3,0,3,2.1215491
3,0,4,2.1928756
3,0,5,2.0562186
3,0,6,1.9519114
3,0,7,1.8787426
3,0,8,1.9553926
3,0,9,1.887125
3,0,10,1.8860983
3,0,11,1.8139131
3,0,12,2.0198116
3,0,13,1.9833773
3,0,14,2.0291073
3,0,15,2.0034075
3,0,16,2.225122
3,0,17,2.3135505
3,0,18,2.3607826
3,0,19,2.5539346
3,0,20,2.711825
3,0,21,2.814615
3,0,22,2.9599867
3,0,23,3.1501563
3,0,24,3.160301
3,0,25,3.2849991
3,0,26,3.480517
3,0,27,3.6827333
3,0,28,3.7255843
3,0,29,3.874657
3,0,30,4.1015587
3,0,31,4.2555723
3,1,0,2.2760878
3,1,1,2.3205402
3,1,2,2.095247
3,1,3,2.072639
3,1,4,1.8539684
3,1,5,1.9100909
3,1,6,1.8428512
3,1,7,1.8700137
3,1,8,1.7015003
3,1,9,1.7829678
3,1,10,1.715195
3,1,11,1.8385108
3,1,12,1.8128276
3,1,13,1.9235581
3,1,14,1.861341
3,1,15,1.9798645
3,1,16,2.1519575
3,1,17,2.3224218
3,1,18,2.3737476
3,1,19,2.5271366
3,1,20,2.6324933
3,1,21,2.8060548
3,1,22,2.9524899
3,1,23,3.1146793
3,1,24,3.0945442
3,1,25,3.2689972
3,1,26,3.5067446
3,1,27,3.6680944
3,1,28,3.7126145
3,1,29,3.8373559
3,1,30,4.06275
3,1,31,4.2668924
3,2,0,2.2651286
3,2,1,2.1284041
3,2,2,2.1307158
3,2,3,1.8856903
3,2,4,1.8402839
3,2,5,1.7244644
3,2,6,1.8336985
3,2,7,1.5807571
3,2,8,1.5922486
3,2,9,1.5140854
3,2,10,1.7523594
3,2,11,1.5474935
3,2,12,1.6633099
3,2,13,1.5874842
3,2,14,1.8324816
3,2,15,1.6465677
3,2,16,2.0665605
3,2,17,2.1070356
3,2,18,2.278789
3,2,19,2.3564174
3,2,20,2.6239176
3,2,21,2.6598675
3,2,22,2.8449109
3,2,23,2.9317393
3,2,24,3.1150422
3,2,25,3.2174983
3,2,26,3.3912785
3,2,27,3.4903023
3,2,28,3.708999
3,2,29,3.7954519
3,2,30,4.0517
3,2,31,4.05098
3,3,0,2.1696818
3,3,1,2.103823
3,3,2,1.8561925
3,3,3,1.9408015
3,3,4,1.774138
3,3,5,1.7051867
3,3,6,1.5550268
3,3,7,1.6194859
3,3,8,1.5020533
3,3,9,1.5386232
3,3,10,1.4818579
3,3,11,1.6018053
3,3,12,1.587094
3,3,13,1.5801784
3,3,14,1.5866122
3,3,15,1.6832502
3,3,16,2.0814135
3,3,17,2.128153
3,3,18,2.2558892
3,3,19,2.304805
3,3,20,2.6663845
3,3,21,2.6629279
3,3,22,2.8412452
3,3,23,2.868057
3,3,24,3.2261486
3,3,25,3.2364988
3,3,26,3.4393554
3,3,27,3.486195
3,3,28,3.8640466
3,3,29,3.8241882
3,3,30,4.038636
3,3,31,4.134765
3,4,0,2.0620873
3,4,1,1.9281733
3,4,2,1.75258
3,4,3,1.6766825
3,4,4,1.8111873
3,4,5,1.643261
3,4,6,1.6353575
3,4,7,1.5556374
3,4,8,1.4843259
3,4,9,1.4296907
3,4,10,1.4510912
3,4,11,1.3980128
3,4,12,1.5749583
3,4,13,1.507279
3,4,14,1.6275175
3,4,15,1.5602052
3,4,16,1.832385
3,4,17,1.968652
3,4,18,2.0148852
3,4,19,2.1245894
3,4,20,2.3947918
3,4,21,2.5256472
3,4,22,2.5928335
3,4,23,2.7715094
3,4,24,2.8854783
3,4,25,3.0313585
3,4,26,3.218424
3,4,27,3.4068058
3,4,28,3.4988294
3,4,29,3.6227386
3,4,30,3.8357637
3,4,31,3.9913573
3,5,0,1.7598813
3,5,1,1.7718502
3,5,2,1.7127557
3,5,3,1.7503475
3,5,4,1.4922723
3,5,5,1.5406005
3,5,6,1.5858899
3,5,7,1.6545572
3,5,8,1.2650073
3,5,9,1.2841663
3,5,10,1.3768525
3,5,11,1.4927688
3,5,12,1.3701789
3,5,13,1.4426922
3,5,14,1.4794326
3,5,15,1.677418
3,5,16,1.8037164
3,5,17,1.9263382
3,5,18,1.9458381
3,5,19,2.1447797
3,5,20,2.3310566
3,5,21,2.5157678
3,5,22,2.6160147
3,5,23,2.752001
3,5,24,2.883091
3,5,25,3.047594
3,5,26,3.2565877
3,5,27,3.4192529
3,5,28,3.457288
3,5,29,3.6056836
3,5,30,3.836278
3,5,31,4.01517
3,6,0,1.8273686
3,6,1,1.6945527
3,6,2,1.753303
3,6,3,1.4673624
3,6,4,1.5311978
3,6,5,1.4426867
3,6,6,1.5720267
3,6,7,1.338273
3,6,8,1.2409024
3,6,9,1.1946106
3,6,10,1.3870519
3,6,11,1.187804
3,6,12,1.3189969
3,6,13,1.2513602
3,6,14,1.5466802
3,6,15,1.3260843
3,6,16,1.682777
3,6,17,1.669889
3,6,18,1.9751889
3,6,19,1.9139405
3,6,20,2.2777765
3,6,21,2.313463
3,6,22,2.507259
3,6,23,2.617543
3,6,24,2.8614075
3,6,25,2.9819505
3,6,26,3.143995
3,6,27,3.2279058
3,6,28,3.4843504
3,6,29,3.539862
3,6,30,3.757449
3,6,31,3.8217292
3,7,0,1.8096035
3,7,1,1.6820481
3,7,2,1.4911019
3,7,3,1.5433108
3,7,4,1.4828438
3,7,5,1.4477768
3,7,6,1.3416039
3,7,7,1.381722
3,7,8,1.2128297
3,7,9,1.210993
3,7,10,1.1644266
3,7,11,1.2605081
3,7,12,1.2564336
3,7,13,1.3047493
3,7,14,1.2571013
3,7,15,1.3995408
3,7,16,1.6191244
3,7,17,1.7187393
3,7,18,1.807335
3,7,19,1.9545859
3,7,20,2.275314
3,7,21,2.383324
3,7,22,2.5245101
3,7,23,2.568182
3,7,24,2.991624
3,7,25,2.9947152
3,7,26,3.1744597
3,7,27,3.1990578
3,7,28,3.6012404
3,7,29,3.6104908
3,7,30,3.822847
3,7,31,3.871425
3,8,0,2.0234795
3,8,1,1.879255
3,8,2,1.6308825
3,8,3,1.5665988
3,8,4,1.5565298
3,8,5,1.4478256
3,8,6,1.3065784
3,8,7,1.2573786
3,8,8,1.1071509
3,8,9,1.1179876
3,8,10,1.1422409
3,8,11,1.1135246
3,8,12,1.2686465
3,8,13,1.2556037
3,8,14,1.3588196
3,8,15,1.3280972
3,8,16,1.5358491
3,8,17,1.569863
3,8,18,1.8363285
3,8,19,1.8236327
3,8,20,2.1038527
3,8,21,2.23312
3,8,22,2.3371637
3,8,23,2.5009484
3,8,24,2.8046188
3,8,25,2.9166036
3,8,26,3.120033
3,8,27,3.3504546
3,8,28,3.331087
3,8,29,3.460408
3,8,30,3.7463427
3,8,31,3.9199426
3,9,0,1.6874188
3,9,1,1.7032733
3,9,2,1.6624875
3,9,3,1.6364831
3,9,4,1.2732513
3,9,5,1.2806995
3,9,6,1.348621
3,9,7,1.3481157
3,9,8,0.93719274
3,9,9,0.9775878
3,9,10,1.1303499
3,9,11,1.2323257
3,9,12,1.0264952
3,9,13,1.0831271
3,9,14,1.3009624
3,9,15,1.4244181
3,9,16,1.3204399
3,9,17,1.4703294
3,9,18,1.7187526
3,9,19,1.9704865
3,9,20,1.9965525
3,9,21,2.248156
3,9,22,2.3234003
3,9,23,2.555055
3,9,24,2.7442713
3,9,25,2.9519937
3,9,26,3.1914613
3,9,27,3.3510885
3,9,28,3.3152127
3,9,29,3.474243
3,9,30,3.7376342
3,9,31,3.977239
3,10,0,1.8443202
3,10,1,1.6988788
3,10,2,1.707941
3,10,3,1.5545918
3,10,4,1.4472266
3,10,5,1.321325
3,10,6,1.3479619
3,10,7,1.2071828
3,10,8,1.1105738
3,10,9,1.0984658
3,10,10,1.145049
3,10,11,1.1208977
3,10,12,1.1886626
3,10,13,1.1643696
3,10,14,1.3098967
3,10,15,1.2347556
3,10,16,1.4156528
3,10,17,1.463173
3,10,18,1.7742803
3,10,19,1.6706088
3,10,20,2.0934522
3,10,21,2.1738262
3,10,22,2.419517
3,10,23,2.4802089
3,10,24,2.864378
3,10,25,2.9653108
3,10,26,3.1076686
3,10,27,3.2336748
3,10,28,3.389909
3,10,29,3.5272796
3,10,30,3.768402
3,10,31,3.7906444
3,11,0,1.7809236
3,11,1,1.7607988
3,11,2,1.5924326
3,11,3,1.6061455
3,11,4,1.4091969
3,11,5,1.3512019
3,11,6,1.2757475
3,11,7,1.2424994
3,11,8,1.0744898
3,11,9,1.172977
3,11,10,1.1353458
3,11,11,1.2100904
3,11,12,1.1277816
3,11,13,1.2218845
3,11,14,1.2217416
3,11,15,1.3402779
3,11,16,1.3689955
3,11,17,1.5361093
3,11,18,1.6125602
3,11,19,1.8341863
3,11,20,2.0154333
3,11,21,2.1723871
3,11,22,2.404683
3,11,23,2.5546217
3,11,24,2.9628196
3,11,25,2.999123
3,11,26,3.1766913
3,11,27,3.2506664
3,11,28,3.575678
3,11,29,3.5323799
3,11,30,3.7765884
3,11,31,3.8890586
3,12,0,1.8895861
3,12,1,1.7760602
3,12,2,1.5218517
3,12,3,1.4780514
3,12,4,1.5394831
3,12,5,1.4205682
3,12,6,1.307925
3,12,7,1.2847652
3,12,8,1.2003901
3,12,9,1.2214557
3,12,10,1.1636325
3,12,11,1.1614032
3,12,12,1.2246538
3,12,13,1.2554576
3,12,14,1.3145477
3,12,15,1.3184007
3,12,16,1.5141691
3,12,17,1.680188
3,12,18,1.7259384
3,12,19,1.7978642
3,12,20,2.1753151
3,12,21,2.3441453
3,12,22,2.3421037
3,12,23,2.526839
3,12,24,2.744786
3,12,25,2.9277115
3,12,26,3.1050367
3,12,27,3.3481019
3,12,28,3.3380795
3,12,29,3.4928606
3,12,30,3.7450151
3,12,31,3.9311934
3,13,0,1.578231
3,13,1,1.5832599
3,13,2,1.577973
3,13,3,1.6145012
3,13,4,1.2743324
3,13,5,1.3057871
3,13,6,1.3634652
3,13,7,1.4273453
3,13,8,1.0036371
3,13,9,1.0151777
3,13,10,1.1937692
3,13,11,1.300462
3,13,12,1.034329
3,13,13,1.0598559
3,13,14,1.2907827
3,13,15,1.4682616
3,13,16,1.4270927
3,13,17,1.5147262
3,13,18,1.656145
3,13,19,1.9885397
3,13,20,2.0634909
3,13,21,2.264228
3,13,22,2.343786
3,13,23,2.5565429
3,13,24,2.7426832
3,13,25,2.931755
3,13,26,3.1716652
3,13,27,3.3904579
3,13,28,3.3205092
3,13,29,3.4961152
3,13,30,3.7941332
3,13,31,3.9991004
3,14,0,1.8164326
3,14,1,1.6939486
3,14,2,1.6832075
3,14,3,1.5060717
3,14,4,1.4889177
3,14,5,1.403256
3,14,6,1.4611483
3,14,7,1.3048859
3,14,8,1.2173512
3,14,9,1.2328044
3,14,10,1.2933643
3,14,11,1.2569377
3,14,12,1.2833387
3,14,13,1.2552191
3,14,14,1.457669
3,14,15,1.3824071
3,14,16,1.5309948
3,14,17,1.5973068
3,14,18,1.94624
3,14,19,1.773296
3,14,20,2.1605482
3,14,21,2.2243862
3,14,22,2.42508
3,14,23,2.467731
3,14,24,2.8383985
3,14,25,3.0336075
3,14,26,3.138559
3,14,27,3.2724535
3,14,28,3.4200878
3,14,29,3.5562832
3,14,30,3.767344
3,14,31,3.87075
3,15,0,1.8145095
3,15,1,1.7405646
3,15,2,1.5557153
3,15,3,1.5855014
3,15,4,1.4666845
3,15,5,1.451806
3,15,6,1.3498993
3,15,7,1.3768171
3,15,8,1.2170019
3,15,9,1.2827338
3,15,10,1.2618129
3,15,11,1.3472648
3,15,12,1.2299943
3,15,13,1.3677725
3,15,14,1.331822
3,15,15,1.5125446
3,15,16,1.5347024
3,15,17,1.6378366
3,15,18,1.691363
3,15,19,2.000648
3,15,20,2.105501
3,15,21,2.2689607
3,15,22,2.3839834
3,15,23,2.6007626
3,15,24,2.9898562
3,15,25,3.0161784
3,15,26,3.19988
3,15,27,3.2906888
3,15,28,3.563202
3,15,29,3.6142879
3,15,30,3.8419833
3,15,31,3.9779975
3,16,0,2.0566955
3,16,1,1.9202834
3,16,2,1.5610247
3,16,3,1.5902535
3,16,4,1.6993847
3,16,5,1.5589099
3,16,6,1.2813861
3,16,7,1.3267692
3,16,8,1.4538797
3,16,9,1.3732916
3,16,10,1.308009
3,16,11,1.3556795
3,16,12,1.5500003
3,16,13,1.5608165
3,16,14,1.4726603
3,16,15,1.5727068
3,16,16,1.9088051
3,16,17,1.9858589
3,16,18,2.0238287
3,16,19,2.2146468
3,16,20,2.3169777
3,16,21,2.4790041
3,16,22,2.511665
3,16,23,2.7507935
3,16,24,2.999093
3,16,25,3.1154916
3,16,26,3.3693454
3,16,27,3.5572956
3,16,28,3.4218166
3,16,29,3.597113
3,16,30,3.8807411
3,16,31,4.0089216
3,17,0,1.8286121
3,17,1,1.911592
3,17,2,1.693236
3,17,3,1.7101948
3,17,4,1.4507196
3,17,5,1.4928232
3,17,6,1.4398742
3,17,7,1.4642653
3,17,8,1.236724
3,17,9,1.3501611
3,17,10,1.3994048
3,17,11,1.5793042
3,17,12,1.3639632
3,17,13,1.5117959
3,17,14,1.5559994
3,17,15,1.7411797
3,17,16,1.8035513
3,17,17,2.083373
3,17,18,2.1169145
3,17,19,2.339384
3,17,20,2.2516546
3,17,21,2.524374
3,17,22,2.6320276
3,17,23,2.8112679
3,17,24,2.9779365
3,17,25,3.1848338
3,17,26,3.4341981
3,17,27,3.6211822
3,17,28,3.494962
3,17,29,3.669421
3,17,30,3.8928633
3,17,31,4.078389
3,18,0,2.148249
3,18,1,2.0368845
3,18,2,1.8910311
3,18,3,1.6839858
3,18,4,1.7456398
3,18,5,1.622057
3,18,6,1.5997564
3,18,7,1.4324827
3,18,8,1.5786864
3,18,9,1.590659
3,18,10,1.6403819
3,18,11,1.520659
3,18,12,1.7328591
3,18,13,1.7395272
3,18,14,1.8329154
3,18,15,1.7177713
3,18,16,2.1127934
3,18,17,2.2258515
3,18,18,2.2773407
3,18,19,2.3555448
3,18,20,2.5890262
3,18,21,2.747362
3,18,22,2.7386773
3,18,23,2.9133408
3,18,24,3.1910803
3,18,25,3.3138852
3,18,26,3.4376528
3,18,27,3.5192597
3,18,28,3.6041334
3,18,29,3.7438517
3,18,30,3.9776924
3,18,31,3.9761064
3,19,0,2.11885
3,19,1,2.04779
3,19,2,1.7796962
3,19,3,1.8471475
3,19,4,1.7044078
3,19,5,1.676765
3,19,6,1.4810983
3,19,7,1.5318056
3,19,8,1.5614611
3,19,9,1.6429834
3,19,10,1.5147231
3,19,11,1.699532
3,19,12,1.680594
3,19,13,1.7852613
3,19,14,1.6941149
3,19,15,1.9228644
3,19,16,2.1106963
3,19,17,2.193274
3,19,18,2.3767571
3,19,19,2.5227952
3,19,20,2.643017
3,19,21,2.7175326
3,19,22,2.8863237
3,19,23,2.997338
3,19,24,3.370622
3,19,25,3.3633587
3,19,26,3.5422077
3,19,27,3.6533742
3,19,28,3.8510246
3,19,29,3.8532093
3,19,30,4.0382967
3,19,31,4.1292467
3,20,0,2.4591053
3,20,1,2.4369256
3,20,2,1.9608684
3,20,3,1.979436
3,20,4,2.1295104
3,20,5,2.0468469
3,20,6,1.6952999
3,20,7,1.7505018
3,20,8,1.9442409
3,20,9,2.0068352
3,20,10,1.7036133
3,20,11,1.781637
3,20,12,2.0250561
3,20,13,2.075586
3,20,14,1.933266
3,20,15,1.9726943
3,20,16,2.165333
3,20,17,2.350755
3,20,18,2.3182564
3,20,19,2.5540755
3,20,20,2.589236
3,20,21,2.8277285
3,20,22,2.8556263
3,20,23,3.082823
3,20,24,3.1498303
3,20,25,3.3786652
3,20,26,3.4979649
3,20,27,3.67959
3,20,28,3.5933504
3,20,29,3.7830145
3,20,30,4.0409346
3,20,31,4.213334
3,21,0,2.274533
3,21,1,2.3713434
3,21,2,1.996135
3,21,3,2.1725616
3,21,4,1.9191234
3,21,5,2.0150056
3,21,6,1.7702963
3,21,7,1.8872149
3,21,8,1.8591136
3,21,9,1.9469057
3,21,10,1.7249464
3,21,11,1.9989116
3,21,12,1.9342428
3,21,13,2.0574944
3,21,14,1.9377904
3,21,15,2.2158651
3,21,16,2.1425722
3,21,17,2.3720572
3,21,18,2.4294653
3,21,19,2.6696773
3,21,20,2.6154196
3,21,21,2.8593743
3,21,22,2.9662697
3,21,23,3.1774096
3,21,24,3.1809363
3,21,25,3.3718495
3,21,26,3.5506282
3,21,27,3.7458198
3,21,28,3.6483634
3,21,29,3.8176863
3,21,30,4.078731
3,21,31,4.3089504
3,22,0,2.6768563
3,22,1,2.579279
3,22,2,2.4054909
3,22,3,2.2496216
3,22,4,2.2770255
3,22,5,2.1969748
3,22,6,2.1080594
3,22,7,1.9065102
3,22,8,2.1249483
3,22,9,2.1266847
3,22,10,2.160789
3,22,11,2.0387468
3,22,12,2.2289033
3,22,13,2.2389321
3,22,14,2.2813473
3,22,15,2.2225392
3,22,16,2.5231686
3,22,17,2.6481397
3,22,18,2.630949
3,22,19,2.7416449
3,22,20,2.943284
3,22,21,3.0726304
3,22,22,3.1472533
3,22,23,3.284049
3,22,24,3.3568864
3,22,25,3.5634902
3,22,26,3.6456425
3,22,27,3.7410297
3,22,28,3.7939594
3,22,29,3.9790606
3,22,30,4.172514
3,22,31,4.219516
3,23,0,2.6682136
3,23,1,2.527545
3,23,2,2.3477829
3,23,3,2.4033012
3,23,4,2.232561
3,23,5,2.2175086
3,23,6,1.937859
3,23,7,2.1194563
3,23,8,2.136497
3,23,9,2.1322646
3,23,10,1.9883702
3,23,11,2.278225
3,23,12,2.2073846
3,23,13,2.2826028
3,23,14,2.1833155
3,23,15,2.4403403
3,23,16,2.6074786
3,23,17,2.6380835
3,23,18,2.706311
3,23,19,2.8759708
3,23,20,3.0211635
3,23,21,3.1198509
3,23,22,3.2777164
3,23,23,3.4454126
3,23,24,3.5761297
3,23,25,3.6159859
3,23,26,3.7447345
3,23,27,3.8498435
3,23,28,4.087063
3,23,29,4.086273
3,23,30,4.2780533
3,23,31,4.3674192
3,24,0,2.9282653
3,24,1,2.9287686
3,24,2,2.7661157
3,24,3,2.8304315
3,24,4,2.6036963
3,24,5,2.6136441
3,24,6,2.4314132
3,24,7,2.4976351
3,24,8,2.5421758
3,24,9,2.5936477
3,24,10,2.5457695
3,24,11,2.7143214
3,24,12,2.592653
3,24,13,2.6934521
3,24,14,2.7084575
3,24,15,2.8717873
3,24,16,2.8474038
3,24,17,2.9595335
3,24,18,3.125433
3,24,19,3.3034163
3,24,20,3.09993
3,24,21,3.2413404
3,24,22,3.457014
3,24,23,3.5543082
3,24,24,3.591992
3,24,25,3.7602217
3,24,26,3.9737766
3,24,27,4.100314
3,24,28,4.010348
3,24,29,4.196676
3,24,30,4.401455
3,24,31,4.464634
3,25,0,2.8935547
3,25,1,3.028237
3,25,2,2.8850658
3,25,3,2.9426258
3,25,4,2.5930347
3,25,5,2.7062733
3,25,6,2.534416
3,25,7,2.6429975
3,25,8,2.5379713
3,25,9,2.7199473
3,25,10,2.6838071
3,25,11,2.8003783
3,25,12,2.6294792
3,25,13,2.8278842
3,25,14,2.8577633
3,25,15,2.9729512
3,25,16,2.8540828
3,25,17,3.0488532
3,25,18,3.2305424
3,25,19,3.3838105
3,25,20,3.1457021
3,25,21,3.3377912
3,25,22,3.5096958
3,25,23,3.661638
3,25,24,3.610267
3,25,25,3.779332
3,25,26,4.0053024
3,25,27,4.172364
3,25,28,4.09966
3,25,29,4.2448626
3,25,30,4.3916044
3,25,31,4.534769
3,26,0,3.2587228
3,26,1,3.1632237
3,26,2,3.0523922
3,26,3,3.0168161
3,26,4,2.959483
3,26,5,2.8418012
3,26,6,2.7984896
3,26,7,2.739602
3,26,8,2.9123638
3,26,9,2.923326
3,26,10,2.8432617
3,26,11,2.8931005
3,26,12,2.9848566
3,26,13,3.0257487
3,26,14,2.9673436
3,26,15,3.0420363
3,26,16,3.1522377
3,26,17,3.2737002
3,26,18,3.3015838
3,26,19,3.3773992
3,26,20,3.4109364
3,26,21,3.5254846
3,26,22,3.6185584
3,26,23,3.659764
3,26,24,3.8448308
3,26,25,3.9540367
3,26,26,4.1008205
3,26,27,4.142209
3,26,28,4.2504325
3,26,29,4.3070707
3,26,30,4.582238
3,26,31,4.5396233
3,27,0,3.3245635
3,27,1,3.2064261
3,27,2,3.1840127
3,27,3,3.1522672
3,27,4,2.9852216
3,27,5,2.9144342
3,27,6,2.8564975
3,27,7,2.8982542
3,27,8,3.003241
3,27,9,2.9539788
3,27,10,2.9993422
3,27,11,3.0539312
3,27,12,3.1083105
3,27,13,3.0664723
3,27,14,3.1484747
3,27,15,3.1651232
3,27,16,3.375681
3,27,17,3.3464596
3,27,18,3.4324417
3,27,19,3.5428994
3,27,20,3.6591027
3,27,21,3.65691
3,27,22,3.7528584
3,27,23,3.8195846
3,27,24,4.066388
3,27,25,4.0806274
3,27,26,4.203994
3,27,27,4.2956257
3,27,28,4.482256
3,27,29,4.487487
3,27,30,4.65273
3,27,31,4.7051163
3,28,0,3.3850114
3,28,1,3.481882
3,28,2,3.3895047
3,28,3,3.4199066
3,28,4,3.284182
3,28,5,3.3553205
3,28,6,3.3535933
3,28,7,3.3916652
3,28,8,2.9621232
3,28,9,3.1388972
3,28,10,3.123726
3,28,11,3.2203376
3,28,12,3.1402147
3,28,13,3.284292
3,28,14,3.413131
3,28,15,3.5083137
3,28,16,3.2857852
3,28,17,3.49886
3,28,18,3.5745373
3,28,19,3.7232778
3,28,20,3.484011
3,28,21,3.6626818
3,28,22,3.857855
3,28,23,3.9840817
3,28,24,3.8754642
3,28,25,4.1055574
3,28,26,4.2748127
3,28,27,4.3982286
3,28,28,4.3825426
3,28,29,4.587001
3,28,30,4.760826
3,28,31,4.8402357
3,29,0,3.3614922
3,29,1,3.501739
3,29,2,3.451133
3,29,3,3.5649247
3,29,4,3.2912428
3,29,5,3.4260635
3,29,6,3.4443884
3,29,7,3.5302725
3,29,8,2.9970613
3,29,9,3.1737087
3,29,10,3.1897213
3,29,11,3.3871293
3,29,12,3.1874044
3,29,13,3.3637722
3,29,14,3.4873736
3,29,15,3.6657147
3,29,16,3.3152661
3,29,17,3.5231335
3,29,18,3.6407502
3,29,19,3.8069708
3,29,20,3.573368
3,29,21,3.7538855
3,29,22,3.9329832
3,29,23,4.103092
3,29,24,3.9218485
3,29,25,4.1157494
3,29,26,4.3004684
3,29,27,4.493741
3,29,28,4.425536
3,29,29,4.5423775
3,29,30,4.720397
3,29,31,4.923482
3,30,0,3.7068758
3,30,1,3.7144544
3,30,2,3.6693485
3,30,3,3.61447
3,30,4,3.6470742
3,30,5,3.6269805
3,30,6,3.607316
3,30,7,3.5558627
3,30,8,3.3779347
3,30,9,3.5071535
3,30,10,3.4525225
3,30,11,3.469457
3,30,12,3.543296
3,30,13,3.6611743
3,30,14,3.7034936
3,30,15,3.7220387
3,30,16,3.6265883
3,30,17,3.773303
3,30,18,3.8320918
3,30,19,3.898848
3,30,20,3.8239145
3,30,21,3.9719722
3,30,22,4.1002226
3,30,23,4.1306353
3,30,24,4.122142
3,30,25,4.3292294
3,30,26,4.511218
3,30,27,4.5224133
3,30,28,4.6360416
3,30,29,4.7033587
3,30,30,4.933276
3,30,31,4.94656
3,31,0,3.9729416
3,31,1,3.8517177
3,31,2,3.7689383
3,31,3,3.7375858
3,31,4,3.8598022
3,31,5,3.7575512
3,31,6,3.7339933
3,31,7,3.7193835
3,31,8,3.6999028
3,31,9,3.6529422
3,31,10,3.5997229
3,31,11,3.662601
3,31,12,3.8338695
3,31,13,3.8163867
3,31,14,3.8330724
3,31,15,3.912977
3,31,16,3.8650396
3,31,17,3.8734257
3,31,18,3.9768674
3,31,19,4.0286236
3,31,20,4.128269
3,31,21,4.120014
3,31,22,4.2524443
3,31,23,4.305602
3,31,24,4.425296
3,31,25,4.428729
3,31,26,4.612527
3,31,27,4.6386604
3,31,28,4.8925714
3,31,29,4.937043
3,31,30,5.0195875
3,31,31,5.0993385
4,0,0,2.2744207
4,0,1,1.982431
4,0,2,2.0064597
4,0,3,2.0069928
4,0,4,1.8687961
4,0,5,1.6797924
4,0,6,1.6989645
4,0,7,1.7535799
4,0,8,1.5845279
4,0,9,1.4384813
4,0,10,1.5407017
4,0,11,1.6016382
4,0,12,1.7015094
4,0,13,1.5708733
4,0,14,1.7963231
4,0,15,1.8794721
4,0,16,1.9790021
4,0,17,1.9277074
4,0,18,2.217652
4,0,19,2.3104675
4,0,20,2.5602245
4,0,21,2.5334525
4,0,22,2.9279296
4,0,23,3.1037092
4,0,24,3.0451763
4,0,25,3.013123
4,0,26,3.3619213
4,0,27,3.5275755
4,0,28,3.62872
4,0,29,3.5569115
4,0,30,4.012907
4,0,31,4.1383657
4,1,0,2.113573
4,1,1,2.219609
4,1,2,1.9865825
4,1,3,1.7620422
4,1,4,1.7826085
4,1,5,1.8817385
4,1,6,1.7070403
4,1,7,1.5277262
4,1,8,1.4641035
4,1,9,1.6082671
4,1,10,1.5599575
4,1,11,1.5025508
4,1,12,1.5855932
4,1,13,1.762773
4,1,14,1.7557333
4,1,15,1.7103229
4,1,16,1.8878392
4,1,17,2.1533585
4,1,18,2.1284537
4,1,19,2.2468634
4,1,20,2.5400507
4,1,21,2.820112
4,1,22,2.7937884
4,1,23,3.0324287
4,1,24,3.0671213
4,1,25,3.3148618
4,1,26,3.3253682
4,1,27,3.4981937
4,1,28,3.6802647
4,1,29,3.910707
4,1,30,3.973094
4,1,31,4.103529
4,2,0,1.9656024
4,2,1,1.6691978
4,2,2,1.9925361
4,2,3,1.6383011
4,2,4,1.6067343
4,2,5,1.3756224
4,2,6,1.6330829
4,2,7,1.3960893
4,2,8,1.3143328
4,2,9,1.1363399
4,2,10,1.4814286
4,2,11,1.2567799
4,2,12,1.424952
4,2,13,1.2609144
4,2,14,1.6209764
4,2,15,1.4113872
4,2,16,1.8468535
4,2,17,1.5920922
4,2,18,2.1507106
4,2,19,1.8941331
4,2,20,2.4210296
4,2,21,2.262845
4,2,22,2.758883
4,2,23,2.6702268
4,2,24,2.9901035
4,2,25,3.0137346
4,2,26,3.1797822
4,2,27,3.2981024
4,2,28,3.6095722
4,2,29,3.676185
4,2,30,3.8189218
4,2,31,3.9932675
4,3,0,1.9388734
4,3,1,1.960548
4,3,2,1.745229
4,3,3,1.6482526
4,3,4,1.612258
4,3,5,1.6163591
4,3,6,1.4561918
4,3,7,1.397075
4,3,8,1.2569599
4,3,9,1.3299619
4,3,10,1.3241749
4,3,11,1.249039
4,3,12,1.3831992
4,3,13,1.4716909
4,3,14,1.4504678
4,3,15,1.4233103
4,3,16,1.6903667
4,3,17,1.7714802
4,3,18,1.9334986
4,3,19,1.9280555
4,3,20,2.3191597
4,3,21,2.4018838
4,3,22,2.632776
4,3,23,2.7367177
4,3,24,2.9989562
4,3,25,3.111809
4,3,26,3.2065935
4,3,27,3.3851821
4,3,28,3.6418965
4,3,29,3.8070822
4,3,30,3.8967795
4,3,31,4.062443
4,4,0,1.8119776
4,4,1,1.5676818
4,4,2,1.557714
4,4,3,1.5764544
